No,Temperature,Pressure,accelX,accelY,accelZ,magX,magY,magZ,gyroX,gryoY,gyroZ,gps_latitude,gps_longtitude,gps_time
141,27.2,100768.0,-0.068,0.029,-1.177,-50.0,-55.0,-10.0,-0.854,9.033,0.061,0.0,0.0,0
142,27.2,100770.0,0.054,-0.09,-0.895,-50.0,-55.0,-10.0,-11.047,-11.047,0.488,0.0,0.0,0
143,27.2,100768.0,-0.049,-0.003,-1.063,-50.0,-55.0,-10.0,13.061,-4.577,-3.112,0.0,0.0,0
144,27.2,100768.0,0.053,-0.074,-0.907,-50.0,-55.0,-10.0,-6.713,-4.089,-7.873,0.0,0.0,0
145,27.2,100777.0,0.065,-0.092,-0.941,-50.0,-55.0,-10.0,-10.314,1.586,3.845,0.0,0.0,0
146,27.2,100769.0,0.041,-0.073,-0.977,-50.0,-55.0,-10.0,-3.723,-3.051,0.244,0.0,0.0,0
147,27.2,100767.0,0.089,-0.069,-0.947,-50.0,-55.0,-10.0,-4.577,-18.066,-7.263,0.0,0.0,0
148,27.2,100766.0,0.084,-0.012,-0.994,-50.0,-55.0,-10.0,-4.699,-8.3,-10.253,0.0,0.0,0
149,27.1,100765.0,0.1,-0.061,-0.981,-50.0,-55.0,-10.0,-21.423,2.868,-4.638,0.0,0.0,0
150,27.2,100762.0,0.065,0.024,-1.14,-50.0,-55.0,-10.0,10.986,19.104,-12.145,0.0,0.0,0
151,27.2,100763.0,0.08,-0.039,-0.97,-50.0,-55.0,-10.0,0.793,-1.281,-10.742,0.0,0.0,0
152,27.2,100768.0,0.04,-0.002,-1.047,-50.0,-55.0,-10.0,-1.586,14.343,-9.46,0.0,0.0,0
153,27.2,100761.0,0.066,-0.025,-0.954,-50.0,-55.0,-10.0,-9.704,-1.098,-6.469,0.0,0.0,0
154,27.2,100769.0,0.111,-0.019,-0.886,-50.0,-55.0,-10.0,-5.126,-4.638,-9.643,0.0,0.0,0
155,27.1,100765.0,0.107,-0.011,-0.983,-50.0,-55.0,-10.0,-9.094,0.976,-1.77,0.0,0.0,0
156,27.2,100764.0,0.084,-0.044,-0.99,-50.0,-55.0,-10.0,-13.305,-4.638,0.183,0.0,0.0,0
157,27.2,100761.0,0.07,-0.052,-0.993,-50.0,-55.0,-10.0,-16.601,-6.286,4.821,0.0,0.0,0
158,27.2,100758.0,0.063,0.012,-1.12,-50.0,-55.0,-10.0,21.606,7.751,6.225,0.0,0.0,0
159,27.2,100772.0,0.009,-0.085,-0.939,-50.0,-55.0,-10.0,-16.113,-10.253,9.643,0.0,0.0,0
160,27.2,100775.0,0.011,0.013,-1.165,-50.0,-55.0,-10.0,-1.77,22.888,17.211,0.0,0.0,0
161,27.2,100768.0,0.011,-0.018,-0.967,-50.0,-55.0,-10.0,-6.958,-6.164,3.112,0.0,0.0,0
162,27.2,100772.0,0.047,-0.065,-0.872,-50.0,-55.0,-10.0,-15.014,-15.197,6.286,0.0,0.0,0
163,27.2,100773.0,0.049,-0.07,-0.901,-50.0,-55.0,-10.0,-8.789,-14.465,8.605,0.0,0.0,0
164,27.2,100776.0,0.069,-0.057,-0.95,-50.0,-55.0,-10.0,-7.202,-17.578,-4.516,0.0,0.0,0
165,27.2,100778.0,0.086,-0.095,-1.04,-50.0,-55.0,-10.0,-3.112,-0.671,-1.586,0.0,0.0,0
166,27.2,100771.0,0.082,-0.027,-1.038,-50.0,-55.0,-10.0,7.385,26.672,5.065,0.0,0.0,0
167,27.2,100765.0,0.09,-0.058,-0.959,-50.0,-55.0,-10.0,-14.77,-13.916,0.976,0.0,0.0,0
168,27.2,100767.0,-0.008,0.06,-1.129,-50.0,-55.0,-10.0,-3.784,11.108,-8.728,0.0,0.0,0
169,27.2,100771.0,0.054,-0.021,-0.898,-50.0,-55.0,-10.0,-11.169,-9.155,-6.958,0.0,0.0,0
170,27.2,100775.0,0.067,-0.049,-0.848,-50.0,-55.0,-10.0,-14.953,-1.525,-7.141,0.0,0.0,0
171,27.2,100775.0,0.083,-0.037,-0.908,-50.0,-55.0,-10.0,-4.211,-11.047,-2.929,0.0,0.0,0
172,27.2,100775.0,0.104,-0.04,-0.974,-50.0,-55.0,-10.0,-0.488,-5.615,7.873,0.0,0.0,0
173,27.2,100773.0,0.001,-0.048,-1.1,-50.0,-55.0,-10.0,1.831,-2.197,13.977,0.0,0.0,0
174,27.2,100767.0,0.021,0.034,-1.199,-50.0,-55.0,-10.0,21.728,0.0,10.742,0.0,0.0,0
175,27.2,100765.0,0.013,-0.024,-1.041,-50.0,-55.0,-10.0,-9.643,7.019,17.15,0.0,0.0,0
176,27.2,100769.0,-0.013,-0.004,-0.952,-50.0,-55.0,-10.0,-10.253,5.676,13.366,0.0,0.0,0
177,27.2,100769.0,0.0,-0.017,-0.904,-50.0,-55.0,-10.0,-18.432,-7.08,5.31,0.0,0.0,0
178,27.2,100767.0,0.036,-0.031,-0.907,-50.0,-55.0,-10.0,-6.774,3.906,7.507,0.0,0.0,0
179,27.2,100769.0,0.076,-0.069,-0.88,-50.0,-55.0,-10.0,-9.704,-4.76,3.967,0.0,0.0,0
180,27.2,100763.0,0.057,-0.029,-1.053,-50.0,-55.0,-10.0,0.183,0.793,-10.742,0.0,0.0,0
181,27.2,100767.0,0.12,-0.027,-1.049,-50.0,-55.0,-10.0,-7.385,-1.342,-6.958,0.0,0.0,0
182,27.2,100770.0,0.052,0.044,-1.205,-50.0,-55.0,-10.0,11.291,20.08,-5.92,0.0,0.0,0
183,27.2,100768.0,0.083,-0.01,-0.957,-50.0,-55.0,-10.0,7.263,6.774,-10.375,0.0,0.0,0
184,27.2,100770.0,0.05,0.023,-0.977,-50.0,-55.0,-10.0,-7.08,-1.892,-10.437,0.0,0.0,0
185,27.2,100778.0,0.071,-0.025,-0.853,-50.0,-55.0,-10.0,-9.155,-7.263,-6.958,0.0,0.0,0
186,27.2,100773.0,0.081,-0.008,-0.953,-50.0,-55.0,-10.0,-7.385,1.892,-3.601,0.0,0.0,0
187,27.2,100766.0,0.098,-0.029,-0.95,-50.0,-55.0,-10.0,-7.446,-8.605,1.342,0.0,0.0,0
188,27.2,100764.0,0.112,0.002,-1.03,-50.0,-55.0,-10.0,-11.23,-15.869,11.474,0.0,0.0,0
189,27.2,100772.0,0.072,-0.021,-1.122,-50.0,-55.0,-10.0,16.113,1.831,10.009,0.0,0.0,0
190,27.2,100766.0,0.04,0.02,-1.09,-50.0,-55.0,-10.0,-6.042,-10.437,15.38,0.0,0.0,0
