No,Temperature,Pressure,accelX,accelY,accelZ,magX,magY,magZ,gyroX,gryoY,gyroZ,gps_latitude,gps_longtitude,gps_time
175,27.399,100733.0,-0.048,-0.085,-0.906,-50.0,-55.0,-10.0,-19.226,8.789,14.16,0.0,0.0,0
176,27.399,100735.0,-0.029,-0.072,-0.965,-50.0,-55.0,-10.0,1.159,-9.521,8.178,0.0,0.0,0
177,27.399,100738.0,0.015,-0.105,-0.946,-50.0,-55.0,-10.0,-31.311,3.356,1.464,0.0,0.0,0
178,27.399,100738.0,0.003,-0.08,-1.064,-50.0,-55.0,-10.0,-5.493,0.732,-10.986,0.0,0.0,0
179,27.399,100741.0,0.035,-0.05,-1.123,-50.0,-55.0,-10.0,4.821,6.591,5.187,0.0,0.0,0
180,27.399,100738.0,0.032,-0.057,-0.963,-50.0,-55.0,-10.0,-13.244,-17.761,0.793,0.0,0.0,0
181,27.399,100737.0,0.095,0.012,-1.009,-50.0,-55.0,-10.0,18.676,-6.042,-15.319,0.0,0.0,0
182,27.399,100749.0,0.038,0.005,-0.878,-50.0,-55.0,-10.0,-6.347,3.54,0.366,0.0,0.0,0
183,27.399,100738.0,0.056,-0.094,-0.841,-50.0,-55.0,-10.0,-16.601,10.681,-2.929,0.0,0.0,0
184,27.399,100738.0,0.078,-0.021,-1.004,-50.0,-55.0,-10.0,9.704,-12.695,5.859,0.0,0.0,0
185,27.399,100736.0,0.059,-0.057,-1.025,-50.0,-55.0,-10.0,-25.085,22.033,11.535,0.0,0.0,0
186,27.399,100739.0,0.035,-0.058,-1.062,-50.0,-55.0,-10.0,-10.131,-7.629,13.427,0.0,0.0,0
187,27.399,100739.0,0.034,0.039,-1.143,-50.0,-55.0,-10.0,12.756,-8.911,15.075,0.0,0.0,0
188,27.399,100740.0,-0.023,-0.05,-1.0,-50.0,-55.0,-10.0,-19.531,15.747,12.695,0.0,0.0,0
189,27.399,100739.0,0.017,0.007,-0.99,-50.0,-55.0,-10.0,13.549,-20.874,17.211,0.0,0.0,0
190,27.399,100742.0,0.072,-0.062,-0.86,-50.0,-55.0,-10.0,-20.69,1.342,5.249,0.0,0.0,0
191,27.399,100740.0,0.02,-0.082,-0.915,-50.0,-55.0,-10.0,-9.765,1.403,1.953,0.0,0.0,0
192,27.299,100741.0,0.0,-0.074,-0.965,-50.0,-55.0,-10.0,-19.165,-0.732,2.624,0.0,0.0,0
193,27.399,100741.0,0.082,-0.111,-1.014,-50.0,-55.0,-10.0,-19.531,5.859,-15.747,0.0,0.0,0
194,27.399,100735.0,-0.001,-0.106,-1.051,-50.0,-55.0,-10.0,1.953,10.437,-3.967,0.0,0.0,0
195,27.399,100736.0,0.078,-0.053,-1.018,-50.0,-55.0,-10.0,4.455,-27.16,-16.235,0.0,0.0,0
196,27.299,100738.0,0.102,-0.006,-1.041,-50.0,-55.0,-10.0,12.939,11.352,-18.676,0.0,0.0,0
197,27.399,100738.0,0.009,-0.022,-0.879,-50.0,-55.0,-10.0,-5.737,10.437,-9.887,0.0,0.0,0
198,27.399,100734.0,0.054,-0.096,-0.861,-50.0,-55.0,-10.0,-18.554,9.704,-10.681,0.0,0.0,0
199,27.299,100735.0,0.013,-0.019,-1.016,-50.0,-55.0,-10.0,-3.845,-6.286,-0.183,0.0,0.0,0
200,27.399,100743.0,0.009,-0.084,-1.024,-50.0,-55.0,-10.0,-29.174,19.042,12.939,0.0,0.0,0
201,27.299,100736.0,0.0,-0.046,-1.102,-50.0,-55.0,-10.0,13.0,-20.69,14.953,0.0,0.0,0
202,27.299,100738.0,-0.033,-0.048,-1.004,-50.0,-55.0,-10.0,-15.258,1.525,17.578,0.0,0.0,0
203,27.299,100737.0,0.0,-0.001,-1.02,-50.0,-55.0,-10.0,12.329,-9.887,19.226,0.0,0.0,0
204,27.299,100740.0,0.031,-0.046,-0.914,-50.0,-55.0,-10.0,2.441,-13.977,6.225,0.0,0.0,0
205,27.299,100740.0,0.003,-0.066,-0.888,-50.0,-55.0,-10.0,-20.629,6.896,6.042,0.0,0.0,0
206,27.299,100735.0,-0.002,-0.076,-0.949,-50.0,-55.0,-10.0,-7.69,1.708,5.187,0.0,0.0,0
207,27.399,100742.0,0.037,-0.109,-0.973,-50.0,-55.0,-10.0,-30.944,2.807,-9.216,0.0,0.0,0
208,27.299,100735.0,0.011,-0.119,-1.032,-50.0,-55.0,-10.0,-5.737,2.807,0.61,0.0,0.0,0
209,27.299,100732.0,0.114,-0.031,-1.195,-50.0,-55.0,-10.0,21.484,-13.305,-14.709,0.0,0.0,0
210,27.299,100740.0,0.055,-0.109,-0.954,-50.0,-55.0,-10.0,-16.601,10.437,-14.892,0.0,0.0,0
211,27.299,100735.0,-0.003,-0.036,-0.943,-50.0,-55.0,-10.0,17.028,-5.798,-15.014,0.0,0.0,0
212,27.299,100750.0,0.024,-0.031,-0.881,-50.0,-55.0,-10.0,-3.356,2.624,-2.014,0.0,0.0,0
213,27.299,100743.0,0.044,-0.076,-0.934,-50.0,-55.0,-10.0,-5.859,10.498,3.906,0.0,0.0,0
214,27.299,100737.0,0.044,-0.083,-1.015,-50.0,-55.0,-10.0,-15.38,-5.432,10.192,0.0,0.0,0
215,27.399,100743.0,0.002,-0.089,-1.021,-50.0,-55.0,-10.0,-25.207,5.432,20.08,0.0,0.0,0
216,27.299,100740.0,0.068,0.016,-1.137,-50.0,-55.0,-10.0,25.695,-29.174,4.028,0.0,0.0,0
