No,Temperature,Pressure,accelX,accelY,accelZ,magX,magY,magZ,gyroX,gyroY,gyroZ,gps_latitude,gps_longtitude,gps_time,highte,accel
144,27.2,100510.0,-0.267,-0.059,-0.99,-50.0,-55.0,-10.0,6.408,0.244,-9.033,0.0,0.0,0,71.04007621445983,0.527435
145,27.2,100511.0,-0.264,-0.036,-0.975,-50.0,-55.0,-10.0,-2.197,11.291,-9.338,0.0,0.0,0,70.95249083147554,0.5108085
146,27.2,100508.0,-0.277,-0.019,-0.972,-50.0,-55.0,-10.0,-3.662,0.549,-7.629,0.0,0.0,0,71.21525009196822,0.510937
147,27.2,100510.0,-0.301,-0.003,-0.971,-50.0,-55.0,-10.0,-8.544,1.586,-22.888,0.0,0.0,0,71.04007621445983,0.5167255
148,27.2,100504.0,-0.302,-0.069,-0.944,-50.0,-55.0,-10.0,-34.057,5.371,-19.165,0.0,0.0,0,71.5656102938317,0.49355049999999995
149,27.2,100497.0,-0.329,-0.038,-0.855,-50.0,-55.0,-10.0,-30.212,-16.418,-37.353,0.0,0.0,0,72.17878058453047,0.420355
150,27.2,100508.0,-0.378,-0.248,-0.369,-50.0,-55.0,-10.0,27.282,34.851,-35.034,0.0,0.0,0,71.21525009196822,0.1702745
151,27.2,100507.0,-0.269,-0.033,0.041,-50.0,-55.0,-10.0,-10.559,46.997,-101.806,0.0,0.0,0,71.30283858654361,0.03756550000000001
152,27.2,100504.0,-0.323,-0.058,-0.058,-50.0,-55.0,-10.0,36.01,-31.188,-209.045,0.0,0.0,0,71.5656102938317,0.05552850000000001
153,27.2,100495.0,0.27,-0.057,0.086,-50.0,-55.0,-10.0,-76.11,-24.047,-129.821,0.0,0.0,0,72.35398143306766,0.041772500000000004
154,27.1,100497.0,0.174,0.055,-0.328,-50.0,-55.0,-10.0,-36.987,23.315,-16.662,0.0,0.0,0,72.15474902781847,0.0704425
155,27.2,100501.0,0.28,0.013,-0.286,-50.0,-55.0,-10.0,39.978,-53.527,57.617,0.0,0.0,0,71.82839133694998,0.08018249999999999
156,27.2,100501.0,0.639,0.145,-0.541,-50.0,-55.0,-10.0,17.272,-56.457,89.05,0.0,0.0,0,71.82839133694998,0.3610135
157,27.1,100504.0,1.135,0.586,-1.552,-50.0,-55.0,-10.0,-59.753,-152.404,74.951,0.0,0.0,0,71.54178288903935,2.0201625
158,27.2,100517.0,0.487,0.839,-2.718,-50.0,-55.0,-10.0,335.144,-102.111,16.845,0.0,0.0,0,70.42700031308667,4.164307
159,27.2,100522.0,-1.186,-0.23,-1.371,-50.0,-55.0,-10.0,-72.692,186.34,-15.686,0.0,0.0,0,69.9891200659992,1.6695685
160,27.2,100527.0,0.049,0.074,-0.766,-50.0,-55.0,-10.0,37.231,-76.538,40.344,0.0,0.0,0,69.55126574156675,0.29731650000000004
161,27.2,100529.0,0.046,-0.006,-0.759,-50.0,-55.0,-10.0,-9.155,-25.329,-27.587,0.0,0.0,0,69.37613126950885,0.28911650000000005
162,27.2,100519.0,-0.178,0.104,-1.057,-50.0,-55.0,-10.0,-13.732,1.953,-0.305,0.0,0.0,0,70.25184510335004,0.5798745
163,27.2,100527.0,-0.059,0.082,-0.941,-50.0,-55.0,-10.0,-32.47,-6.713,-10.253,0.0,0.0,0,69.55126574156675,0.44784299999999994
164,27.1,100519.0,-0.043,0.046,-0.98,-50.0,-55.0,-10.0,-33.874,5.432,-7.995,0.0,0.0,0,70.22845510997453,0.48218249999999996
165,27.1,100518.0,-0.063,0.003,-0.992,-50.0,-55.0,-10.0,-9.155,7.141,-0.244,0.0,0.0,0,70.31600303799604,0.494021
166,27.1,100517.0,-0.051,-0.02,-1.013,-50.0,-55.0,-10.0,-3.295,-0.061,-4.577,0.0,0.0,0,70.4035520026778,0.514585
167,27.1,100520.0,-0.067,-0.01,-0.995,-50.0,-55.0,-10.0,1.525,0.549,2.258,0.0,0.0,0,70.14090821857226,0.497307
168,27.1,100521.0,-0.083,-0.003,-1.026,-50.0,-55.0,-10.0,3.906,-6.53,1.281,0.0,0.0,0,70.05336236378922,0.529787
169,27.1,100523.0,-0.018,0.016,-1.009,-50.0,-55.0,-10.0,21.789,2.929,7.568,0.0,0.0,0,69.8782737639372,0.5093304999999999
170,27.1,100525.0,-0.057,0.076,-1.02,-50.0,-55.0,-10.0,25.146,-4.211,8.178,0.0,0.0,0,69.70318931023388,0.5247125
